"","Count","Words"
"us airways",178,"us airways"
"was treated",178,"was treated"
"not surprising",178,"not surprising"
"lives are",178,"lives are"
"the shows",178,"the shows"
"anyone has",178,"anyone has"
"pay their",178,"pay their"
"is allowed",178,"is allowed"
"explain it",178,"explain it"
"might seem",178,"might seem"
"her right",178,"her right"
"lot less",178,"lot less"
"background and",178,"background and"
"toys and",178,"toys and"
"take home",178,"take home"
"data to",178,"data to"
"food on",178,"food on"
"though some",178,"though some"
"don't leave",178,"don't leave"
"out every",178,"out every"
"enrolled in",178,"enrolled in"
"how our",178,"how our"
"at target",178,"at target"
"are by",178,"are by"
"the congressional",178,"the congressional"
"was writing",178,"was writing"
"party that",178,"party that"
"patients with",178,"patients with"
"despite all",178,"despite all"
"foods and",178,"foods and"
"thinks he",178,"thinks he"
"post this",178,"post this"
"which took",178,"which took"
"his performance",178,"his performance"
"today are",178,"today are"
"house or",178,"house or"
"judge in",178,"judge in"
"french fries",178,"french fries"
"by michael",178,"by michael"
"please give",178,"please give"
"to rule",178,"to rule"
"what goes",178,"what goes"
"as expected",178,"as expected"
"a beat",178,"a beat"
"that caused",178,"that caused"
"in custody",178,"in custody"
"cast and",178,"cast and"
"know one",178,"know one"
"looking through",178,"looking through"
"son who",178,"son who"
"to old",178,"to old"
"dare you",178,"dare you"
"that type",178,"that type"
"freaked out",178,"freaked out"
"do work",178,"do work"
"driver's license",178,"driver's license"
"to disclose",178,"to disclose"
"reported by",178,"reported by"
"u love",178,"u love"
"a three-year",178,"a three-year"
"employees are",178,"employees are"
"and republicans",178,"and republicans"
"say never",178,"say never"
"reports said",178,"reports said"
"defensive coordinator",178,"defensive coordinator"
"in scottsdale",178,"in scottsdale"
"rt to",178,"rt to"
"plz follow",178,"plz follow"
"achieve the",177,"achieve the"
"your eye",177,"your eye"
"just kind",177,"just kind"
"the conditions",177,"the conditions"
"are missing",177,"are missing"
"keeping my",177,"keeping my"
"applying for",177,"applying for"
"our food",177,"our food"
"and decide",177,"and decide"
"walking into",177,"walking into"
"recently and",177,"recently and"
"hour later",177,"hour later"
"staten island",177,"staten island"
"using their",177,"using their"
"experiences and",177,"experiences and"
"foster care",177,"foster care"
"by others",177,"by others"
"was pleased",177,"was pleased"
"walked through",177,"walked through"
"makes up",177,"makes up"
"class on",177,"class on"
"look as",177,"look as"
"of large",177,"of large"
"a girlfriend",177,"a girlfriend"
"english language",177,"english language"
"point on",177,"point on"
"who always",177,"who always"
"the baking",177,"the baking"
"let cool",177,"let cool"
"eyes i",177,"eyes i"
"or new",177,"or new"
"a grown",177,"a grown"
"to park",177,"to park"
"now i'll",177,"now i'll"
"party was",177,"party was"
"take effect",177,"take effect"
"in fort",177,"in fort"
"to decorate",177,"to decorate"
"your writing",177,"your writing"
"have everything",177,"have everything"
"had he",177,"had he"
"were i",177,"were i"
"my oldest",177,"my oldest"
"just use",177,"just use"
"more common",177,"more common"
"my self",177,"my self"
"lined with",177,"lined with"
"machine and",177,"machine and"
"much much",177,"much much"
"took up",177,"took up"
"of advice",177,"of advice"
"tour the",177,"tour the"
"pretty and",177,"pretty and"
"the soundtrack",177,"the soundtrack"
"the acting",177,"the acting"
"truly a",177,"truly a"
"really isn't",177,"really isn't"
"deeper into",177,"deeper into"
"principles of",177,"principles of"
"american dream",177,"american dream"
"experience it",177,"experience it"
"understanding and",177,"understanding and"
"chief operating",177,"chief operating"
"realization that",177,"realization that"
"study and",177,"study and"
"my faith",177,"my faith"
"own it",177,"own it"
"and needed",177,"and needed"
"the garlic",177,"the garlic"
"roof of",177,"roof of"
"by side",177,"by side"
"the walking",177,"the walking"
"front yard",177,"front yard"
"especially as",177,"especially as"
"good ones",177,"good ones"
"the legs",177,"the legs"
"sides and",177,"sides and"
"says if",177,"says if"
"an ancient",177,"an ancient"
"fourth in",177,"fourth in"
"faith that",177,"faith that"
"emerged from",177,"emerged from"
"were involved",177,"were involved"
"meeting to",177,"meeting to"
"the films",177,"the films"
"never before",177,"never before"
"realized how",177,"realized how"
"delivery of",177,"delivery of"
"equivalent to",177,"equivalent to"
"an explanation",177,"an explanation"
"and forced",177,"and forced"
"wasn't for",177,"wasn't for"
"a pitcher",177,"a pitcher"
"us they",177,"us they"
"of columbia",177,"of columbia"
"has taught",177,"has taught"
"glad the",177,"glad the"
"because most",177,"because most"
"for special",177,"for special"
"my vote",177,"my vote"
"world he",177,"world he"
"payments to",177,"payments to"
"i failed",177,"i failed"
"myself up",177,"myself up"
"anything he",177,"anything he"
"conspiracy to",177,"conspiracy to"
"of liberty",177,"of liberty"
"goes with",177,"goes with"
"of folks",177,"of folks"
"she met",177,"she met"
"got another",177,"got another"
"a tornado",177,"a tornado"
"hand over",177,"hand over"
"our clients",177,"our clients"
"history with",177,"history with"
"fed up",177,"fed up"
"great article",177,"great article"
"with multiple",177,"with multiple"
"week later",177,"week later"
"reality tv",177,"reality tv"
"response from",177,"response from"
"someone please",177,"someone please"
"i'm waiting",177,"i'm waiting"
"then do",177,"then do"
"a lazy",177,"a lazy"
"said now",177,"said now"
"today thanks",177,"today thanks"
"just arrived",177,"just arrived"
"seconds and",177,"seconds and"
"wiped out",177,"wiped out"
"of central",177,"of central"
"council president",177,"council president"
"a regional",177,"a regional"
"choice is",177,"choice is"
"my shirt",177,"my shirt"
"the u.k",177,"the u.k"
"same year",177,"same year"
"brown is",177,"brown is"
"fuck the",177,"fuck the"
"game plan",177,"game plan"
"happy valentines",177,"happy valentines"
"first for",177,"first for"
"affiliated with",177,"affiliated with"
"g fiber",177,"g fiber"
"left field",177,"left field"
"s new",177,"s new"
"county sheriff",177,"county sheriff"
"middlesex county",177,"middlesex county"
"in cuyahoga",177,"in cuyahoga"
"rt good",177,"rt good"
"now will",176,"now will"
"work when",176,"work when"
"times over",176,"times over"
"then put",176,"then put"
"course to",176,"course to"
"authority and",176,"authority and"
"the chairman",176,"the chairman"
"also that",176,"also that"
"a relative",176,"a relative"
"start over",176,"start over"
"move that",176,"move that"
"page i",176,"page i"
"hard times",176,"hard times"
"the memorial",176,"the memorial"
"fascinated by",176,"fascinated by"
"a rainy",176,"a rainy"
"writing it",176,"writing it"
"the heavens",176,"the heavens"
"student loan",176,"student loan"
"a journalist",176,"a journalist"
"worry i",176,"worry i"
"is largely",176,"is largely"
"which led",176,"which led"
"special and",176,"special and"
"sites to",176,"sites to"
"the strange",176,"the strange"
"this baby",176,"this baby"
"of job",176,"of job"
"of trees",176,"of trees"
"furniture and",176,"furniture and"
"of mental",176,"of mental"
"to warn",176,"to warn"
"means they",176,"means they"
"some guy",176,"some guy"
"started it",176,"started it"
"figured that",176,"figured that"
"shoot the",176,"shoot the"
"sorry if",176,"sorry if"
"and unique",176,"and unique"
"home by",176,"home by"
"pick one",176,"pick one"
"many good",176,"many good"
"a hair",176,"a hair"
"more this",176,"more this"
"and away",176,"and away"
"be close",176,"be close"
"house we",176,"house we"
"not possible",176,"not possible"
"removal of",176,"removal of"
"crowd and",176,"crowd and"
"are born",176,"are born"
"he joined",176,"he joined"
"of buying",176,"of buying"
"him too",176,"him too"
"and crew",176,"and crew"
"about each",176,"about each"
"to tear",176,"to tear"
"my view",176,"my view"
"expectations of",176,"expectations of"
"he tries",176,"he tries"
"big thank",176,"big thank"
"the native",176,"the native"
"that give",176,"that give"
"probably going",176,"probably going"
"obama to",176,"obama to"
"throw out",176,"throw out"
"for various",176,"for various"
"country where",176,"country where"
"and hours",176,"and hours"
"the jungle",176,"the jungle"
"draft of",176,"draft of"
"even close",176,"even close"
"to snap",176,"to snap"
"music festival",176,"music festival"
"appears in",176,"appears in"
"tomorrow with",176,"tomorrow with"
"at such",176,"at such"
"that children",176,"that children"
"public education",176,"public education"
"job was",176,"job was"
"broken and",176,"broken and"
"sit for",176,"sit for"
"back my",176,"back my"
"change from",176,"change from"
"funny as",176,"funny as"
"ink and",176,"ink and"
"old is",176,"old is"
"down when",176,"down when"
"look it",176,"look it"
"in while",176,"in while"
"tests and",176,"tests and"
"states are",176,"states are"
"an exercise",176,"an exercise"
"my beloved",176,"my beloved"
"network and",176,"network and"
"fame and",176,"fame and"
"the 6th",176,"the 6th"
"purchased a",176,"purchased a"
"saving the",176,"saving the"
"wish there",176,"wish there"
"try my",176,"try my"
"or six",176,"or six"
"kill it",176,"kill it"
"problem the",176,"problem the"
"a rush",176,"a rush"
"given by",176,"given by"
"morning that",176,"morning that"
"part by",176,"part by"
"there also",176,"there also"
"the cycle",176,"the cycle"
"i supposed",176,"i supposed"
"list but",176,"list but"
"just making",176,"just making"
"the chorus",176,"the chorus"
"sarah palin",176,"sarah palin"
"jr and",176,"jr and"
"words with",176,"words with"
"favor and",176,"favor and"
"eight of",176,"eight of"
"could keep",176,"could keep"
"a celebrity",176,"a celebrity"
"hidden in",176,"hidden in"
"will talk",176,"will talk"
"to dc",176,"to dc"
"strategy for",176,"strategy for"
"sad day",176,"sad day"
"research in",176,"research in"
"quite an",176,"quite an"
"he were",176,"he were"
"like last",176,"like last"
"hired by",176,"hired by"
"after him",176,"after him"
"inch of",176,"inch of"
"hit that",176,"hit that"
"are safe",176,"are safe"
"gonna take",176,"gonna take"
"of anonymity",176,"of anonymity"
"tweet you",176,"tweet you"
"oh yea",176,"oh yea"
"security forces",176,"security forces"
"seven games",176,"seven games"
"kick it",176,"kick it"
"lol what",176,"lol what"
"service at",176,"service at"
"in revenue",176,"in revenue"
"birthday today",176,"birthday today"
"safe travels",176,"safe travels"
"his early",175,"his early"
"and starts",175,"and starts"
"ending the",175,"ending the"
"the random",175,"the random"
"till you",175,"till you"
"after dinner",175,"after dinner"
"about right",175,"about right"
"for info",175,"for info"
"real thing",175,"real thing"
"peace with",175,"peace with"
"solutions to",175,"solutions to"
"i'll start",175,"i'll start"
"morning he",175,"morning he"
"to chase",175,"to chase"
"self and",175,"self and"
"my word",175,"my word"
"these types",175,"these types"
"so have",175,"so have"
"another example",175,"another example"
"it coming",175,"it coming"
"be alone",175,"be alone"
"agency and",175,"agency and"
"its original",175,"its original"
"an ugly",175,"an ugly"
"ain't got",175,"ain't got"
"shade of",175,"shade of"
"via email",175,"via email"
"the exchange",175,"the exchange"
"so late",175,"so late"
"before him",175,"before him"
"patterned paper",175,"patterned paper"
"your words",175,"your words"
"read for",175,"read for"
"the ordinary",175,"the ordinary"
"train station",175,"train station"
"dreams are",175,"dreams are"
"on going",175,"on going"
"to upload",175,"to upload"
"also do",175,"also do"
"a crucial",175,"a crucial"
"and truly",175,"and truly"
"students the",175,"students the"
"now more",175,"now more"
"report by",175,"report by"
"and robert",175,"and robert"
"the faces",175,"the faces"
"very pleased",175,"very pleased"
"game so",175,"game so"
"people love",175,"people love"
"just off",175,"just off"
"status and",175,"status and"
"on page",175,"on page"
"the alarm",175,"the alarm"
"fired up",175,"fired up"
"you good",175,"you good"
"it's to",175,"it's to"
"walked the",175,"walked the"
"which helps",175,"which helps"
"room on",175,"room on"
"am with",175,"am with"
"policy of",175,"policy of"
"music industry",175,"music industry"
"bring him",175,"bring him"
"for mayor",175,"for mayor"
"decide which",175,"decide which"
"laughing and",175,"laughing and"
"our families",175,"our families"
"operating officer",175,"operating officer"
"feel sorry",175,"feel sorry"
"theory of",175,"theory of"
"great the",175,"great the"
"ago at",175,"ago at"
"a bear",175,"a bear"
"state with",175,"state with"
"the premier",175,"the premier"
"many to",175,"many to"
"less time",175,"less time"
"a tendency",175,"a tendency"
"first then",175,"first then"
"us do",175,"us do"
"of itself",175,"of itself"
"leg and",175,"leg and"
"which isn't",175,"which isn't"
"my hometown",175,"my hometown"
"in because",175,"in because"
"to quote",175,"to quote"
"ourselves in",175,"ourselves in"
"i promised",175,"i promised"
"of media",175,"of media"
"st in",175,"st in"
"may still",175,"may still"
"to race",175,"to race"
"difficult time",175,"difficult time"
"else you",175,"else you"
"my cell",175,"my cell"
"resist the",175,"resist the"
"the galaxy",175,"the galaxy"
"then with",175,"then with"
"be next",175,"be next"
"shop at",175,"shop at"
"divided into",175,"divided into"
"i tweeted",175,"i tweeted"
"look after",175,"look after"
"thats the",175,"thats the"
"split the",175,"split the"
"end but",175,"end but"
"a draft",175,"a draft"
"like on",175,"like on"
"us it's",175,"us it's"
"phones and",175,"phones and"
"behavior and",175,"behavior and"
"position that",175,"position that"
"australia and",175,"australia and"
"post your",175,"post your"
"this big",175,"this big"
"bye bye",175,"bye bye"
"day like",175,"day like"
"customers in",175,"customers in"
"in middle",175,"in middle"
"our great",175,"our great"
"her down",175,"her down"
"finally have",175,"finally have"
"not surprisingly",175,"not surprisingly"
"that simple",175,"that simple"
"said their",175,"said their"
"my tongue",175,"my tongue"
"stand and",175,"stand and"
"than our",175,"than our"
"great fun",175,"great fun"
"mardi gras",175,"mardi gras"
"friday is",175,"friday is"
"of was",175,"of was"
"getting rid",175,"getting rid"
"seeing how",175,"seeing how"
"in vancouver",175,"in vancouver"
"funding to",175,"funding to"
"in under",175,"in under"
"message and",175,"message and"
"good when",175,"good when"
"to load",175,"to load"
"party the",175,"party the"
"camp in",175,"camp in"
"session with",175,"session with"
"a premium",175,"a premium"
"will pass",175,"will pass"
"or twice",175,"or twice"
"last in",175,"last in"
"represent a",175,"represent a"
"and celebrate",175,"and celebrate"
"the knee",175,"the knee"
"need him",175,"need him"
"a media",175,"a media"
"wary of",175,"wary of"
"by with",175,"by with"
"dream that",175,"dream that"
"state rep",175,"state rep"
"no cover",175,"no cover"
"u go",175,"u go"
"laws that",174,"laws that"
"tired i",174,"tired i"
"christmas to",174,"christmas to"
"check this",174,"check this"
"to seven",174,"to seven"
"program has",174,"program has"
"the turkey",174,"the turkey"
"book as",174,"book as"
"soon but",174,"soon but"
"all goes",174,"all goes"
"stopped in",174,"stopped in"
"by contrast",174,"by contrast"
"ask your",174,"ask your"
"though as",174,"though as"
"series on",174,"series on"
"doesn't always",174,"doesn't always"
"wouldn't say",174,"wouldn't say"
"collapse of",174,"collapse of"
"social justice",174,"social justice"
"well after",174,"well after"
"back door",174,"back door"
"life just",174,"life just"
"work will",174,"work will"
"little i",174,"little i"
"and simmer",174,"and simmer"
"a competitive",174,"a competitive"
"and quiet",174,"and quiet"
"his nose",174,"his nose"
"really important",174,"really important"
"meaning that",174,"meaning that"
"are way",174,"are way"
"the texture",174,"the texture"
"coming for",174,"coming for"
"me his",174,"me his"
"got here",174,"got here"
"game they",174,"game they"
"more easily",174,"more easily"
"must take",174,"must take"
"last weeks",174,"last weeks"
"how some",174,"how some"
"to young",174,"to young"
"new site",174,"new site"
"wonderful weekend",174,"wonderful weekend"
"game when",174,"game when"
"any type",174,"any type"
"him some",174,"him some"
"person at",174,"person at"
"was paid",174,"was paid"
"limits of",174,"limits of"
"was growing",174,"was growing"
"and followed",174,"and followed"
"services are",174,"services are"
"letters and",174,"letters and"
"and plenty",174,"and plenty"
"back we",174,"back we"
"enter into",174,"enter into"
"the un",174,"the un"
"consulting firm",174,"consulting firm"
"comfort and",174,"comfort and"
"her love",174,"her love"
"us down",174,"us down"
"blow to",174,"blow to"
"a liberal",174,"a liberal"
"leg of",174,"leg of"
"age to",174,"age to"
"also see",174,"also see"
"for hosting",174,"for hosting"
"music but",174,"music but"
"the tide",174,"the tide"
"enjoy and",174,"enjoy and"
"bet that",174,"bet that"
"even less",174,"even less"
"followers to",174,"followers to"
"the pro",174,"the pro"
"true in",174,"true in"
"the islamic",174,"the islamic"
"might also",174,"might also"
"of either",174,"of either"
"a pilot",174,"a pilot"
"the worlds",174,"the worlds"
"so called",174,"so called"
"the weekly",174,"the weekly"
"the tail",174,"the tail"
"chosen by",174,"chosen by"
"my nerves",174,"my nerves"
"the swing",174,"the swing"
"country has",174,"country has"
"unless it",174,"unless it"
"sum of",174,"sum of"
"today this",174,"today this"
"master's degree",174,"master's degree"
"for fans",174,"for fans"
"hope not",174,"hope not"
"and offered",174,"and offered"
"order in",174,"order in"
"man from",174,"man from"
"and grab",174,"and grab"
"most other",174,"most other"
"seen her",174,"seen her"
"afford it",174,"afford it"
"really made",174,"really made"
"takes over",174,"takes over"
"a visual",174,"a visual"
"we usually",174,"we usually"
"rules that",174,"rules that"
"my memory",174,"my memory"
"still to",174,"still to"
"the index",174,"the index"
"in science",174,"in science"
"bad guy",174,"bad guy"
"people into",174,"people into"
"make fun",174,"make fun"
"just tried",174,"just tried"
"b the",174,"b the"
"trip i",174,"trip i"
"on someone",174,"on someone"
"theme for",174,"theme for"
"a condition",174,"a condition"
"heart in",174,"heart in"
"no this",174,"no this"
"new level",174,"new level"
"the required",174,"the required"
"refusal to",174,"refusal to"
"bill which",174,"bill which"
"responded with",174,"responded with"
"any number",174,"any number"
"this goes",174,"this goes"
"the cookies",174,"the cookies"
"the quarterback",174,"the quarterback"
"even an",174,"even an"
"head that",174,"head that"
"can finally",174,"can finally"
"was hurt",174,"was hurt"
"you sit",174,"you sit"
"leave her",174,"leave her"
"must see",174,"must see"
"country with",174,"country with"
"leadership and",174,"leadership and"
"percent or",174,"percent or"
"lake city",174,"lake city"
"purchased the",174,"purchased the"
"managing director",174,"managing director"
"in past",174,"in past"
"still an",174,"still an"
"enter a",174,"enter a"
"of gay",174,"of gay"
"the suspects",174,"the suspects"
"pleaded not",174,"pleaded not"
"at 9pm",174,"at 9pm"
"power plant",174,"power plant"
"iphone and",174,"iphone and"
"crisis and",174,"crisis and"
"were charged",174,"were charged"
"came at",174,"came at"
"change but",174,"change but"
"a dude",174,"a dude"
"out against",174,"out against"
"their son",174,"their son"
"who joined",174,"who joined"
"completed a",174,"completed a"
"court for",174,"court for"
"thanks everyone",174,"thanks everyone"
"it haha",174,"it haha"
"its on",174,"its on"
"fun fact",174,"fun fact"
"of ur",174,"of ur"
"i normally",173,"i normally"
"have looked",173,"have looked"
"can ask",173,"can ask"
"minister of",173,"minister of"
"closed in",173,"closed in"
"would turn",173,"would turn"
"would actually",173,"would actually"
"differences in",173,"differences in"
"be addressed",173,"be addressed"
"it mean",173,"it mean"
"young age",173,"young age"
"me going",173,"me going"
"an added",173,"an added"
"ignoring the",173,"ignoring the"
"we began",173,"we began"
"may sound",173,"may sound"
"measure the",173,"measure the"
"could and",173,"could and"
"and flowers",173,"and flowers"
"very early",173,"very early"
"wings and",173,"wings and"
"so make",173,"so make"
"was okay",173,"was okay"
"must make",173,"must make"
"the town's",173,"the town's"
"of top",173,"of top"
"valley and",173,"valley and"
"my problem",173,"my problem"
"age is",173,"age is"
"be dead",173,"be dead"
"of guy",173,"of guy"
"actions and",173,"actions and"
"add your",173,"add your"
"and cost",173,"and cost"
"a plot",173,"a plot"
"band is",173,"band is"
"anyone ever",173,"anyone ever"
"no fun",173,"no fun"
"protecting the",173,"protecting the"
"have of",173,"have of"
"possible in",173,"possible in"
"their food",173,"their food"
"people when",173,"people when"
"before moving",173,"before moving"
"either in",173,"either in"
"should they",173,"should they"
"and failed",173,"and failed"
"sold by",173,"sold by"
"it involves",173,"it involves"
"isn't enough",173,"isn't enough"
"brain and",173,"brain and"
"my cousins",173,"my cousins"
"people ask",173,"people ask"
"it next",173,"it next"
"write down",173,"write down"
"my interest",173,"my interest"
"of defense",173,"of defense"
"relates to",173,"relates to"
"to spell",173,"to spell"
"story as",173,"story as"
"at http",173,"at http"
"great as",173,"great as"
"more sense",173,"more sense"
"businesses in",173,"businesses in"
"in accordance",173,"in accordance"
"and pop",173,"and pop"
"we're back",173,"we're back"
"way when",173,"way when"
"there yet",173,"there yet"
"has for",173,"has for"
"police the",173,"police the"
"find his",173,"find his"
"customers are",173,"customers are"
"restrictions on",173,"restrictions on"
"wild and",173,"wild and"
"a vintage",173,"a vintage"
"should stop",173,"should stop"
"you create",173,"you create"
"on record",173,"on record"
"the fee",173,"the fee"
"texture and",173,"texture and"
"really cute",173,"really cute"
"that we'll",173,"that we'll"
"news in",173,"news in"
"than her",173,"than her"
"read to",173,"read to"
"locations in",173,"locations in"
"and fear",173,"and fear"
"i'm quite",173,"i'm quite"
"a sheet",173,"a sheet"
"was spent",173,"was spent"
"a murder",173,"a murder"
"that whole",173,"that whole"
"girls to",173,"girls to"
"sense the",173,"sense the"
"mexican food",173,"mexican food"
"a hold",173,"a hold"
"much different",173,"much different"
"don't live",173,"don't live"
"more popular",173,"more popular"
"know people",173,"know people"
"still remember",173,"still remember"
"to endure",173,"to endure"
"carries a",173,"carries a"
"money back",173,"money back"
"to aid",173,"to aid"
"and letting",173,"and letting"
"not he",173,"not he"
"that name",173,"that name"
"that'd be",173,"that'd be"
"teams to",173,"teams to"
"congressional district",173,"congressional district"
"the voices",173,"the voices"
"to reverse",173,"to reverse"
"things at",173,"things at"
"the concrete",173,"the concrete"
"who thought",173,"who thought"
"met at",173,"met at"
"the 8th",173,"the 8th"
"a painting",173,"a painting"
"am having",173,"am having"
"founded by",173,"founded by"
"the king's",173,"the king's"
"health issues",173,"health issues"
"a march",173,"a march"
"everything the",173,"everything the"
"of issues",173,"of issues"
"were one",173,"were one"
"right he",173,"right he"
"offices in",173,"offices in"
"materials and",173,"materials and"
"lets you",173,"lets you"
"a twist",173,"a twist"
"also were",173,"also were"
"can't figure",173,"can't figure"
"schedule for",173,"schedule for"
"bill clinton",173,"bill clinton"
"jobs for",173,"jobs for"
"a loan",173,"a loan"
"stupid and",173,"stupid and"
"immigration and",173,"immigration and"
"my door",173,"my door"
"a comfortable",173,"a comfortable"
"my buddy",173,"my buddy"
"ones you",173,"ones you"
"says no",173,"says no"
"a burger",173,"a burger"
"now they're",173,"now they're"
"through april",173,"through april"
"going after",173,"going after"
"the trio",173,"the trio"
"trust fund",173,"trust fund"
"central park",173,"central park"
"of season",173,"of season"
"delivered a",173,"delivered a"
"the suns",173,"the suns"
"light rail",173,"light rail"
"will focus",173,"will focus"
"i'm finally",173,"i'm finally"
"front office",173,"front office"
"partner with",173,"partner with"
"it's unclear",173,"it's unclear"
"followed you",173,"followed you"
"haha i'm",173,"haha i'm"
"local officials",173,"local officials"
"lol that's",173,"lol that's"
"rt who",173,"rt who"
"any sense",172,"any sense"
"aim to",172,"aim to"
"where and",172,"where and"
"off some",172,"off some"
"feelings about",172,"feelings about"
"dry ingredients",172,"dry ingredients"
"the plaza",172,"the plaza"
"who recently",172,"who recently"
"transformed into",172,"transformed into"
"a bucket",172,"a bucket"
"could bring",172,"could bring"
"are told",172,"are told"
"ever see",172,"ever see"
"everyday life",172,"everyday life"
"be based",172,"be based"
"transfer the",172,"transfer the"
"building that",172,"building that"
"came off",172,"came off"
"down it",172,"down it"
"a dime",172,"a dime"
"beer i",172,"beer i"
"towards a",172,"towards a"
"behind my",172,"behind my"
"photos i",172,"photos i"
"project will",172,"project will"
"or without",172,"or without"
"finding that",172,"finding that"
"without getting",172,"without getting"
"how their",172,"how their"
"power the",172,"power the"
"herself as",172,"herself as"
"the apostle",172,"the apostle"
"known in",172,"known in"
"of schools",172,"of schools"
"mix in",172,"mix in"
"remains of",172,"remains of"
"more minutes",172,"more minutes"
"to feet",172,"to feet"
"share our",172,"share our"
"ask to",172,"ask to"
"poverty and",172,"poverty and"
"used and",172,"used and"
"that next",172,"that next"
"my great",172,"my great"
"happen when",172,"happen when"
"or were",172,"or were"
"the ordinance",172,"the ordinance"
"doing with",172,"doing with"
"he starts",172,"he starts"
"understanding that",172,"understanding that"
"they ask",172,"they ask"
"be chosen",172,"be chosen"
"five and",172,"five and"
"morning it",172,"morning it"
"and spiritual",172,"and spiritual"
"and boy",172,"and boy"
"phone in",172,"phone in"
"assortment of",172,"assortment of"
"fans will",172,"fans will"
"an alien",172,"an alien"
"god as",172,"god as"
"just more",172,"just more"
"round to",172,"round to"
"my poor",172,"my poor"
"city a",172,"city a"
"if ever",172,"if ever"
"lost all",172,"lost all"
"nobody is",172,"nobody is"
"tour in",172,"tour in"
"gave birth",172,"gave birth"
"human nature",172,"human nature"
"i shared",172,"i shared"
"my bedroom",172,"my bedroom"
"help your",172,"help your"
"too cold",172,"too cold"
"wakes up",172,"wakes up"
"pain i",172,"pain i"
"a valuable",172,"a valuable"
"same person",172,"same person"
"began his",172,"began his"
"back over",172,"back over"
"might help",172,"might help"
"coming weeks",172,"coming weeks"
"a distant",172,"a distant"
"old age",172,"old age"
"bother to",172,"bother to"
"however was",172,"however was"
"suffered from",172,"suffered from"
"can stand",172,"can stand"
"february the",172,"february the"
"dare to",172,"dare to"
"pressure from",172,"pressure from"
"and reduce",172,"and reduce"
"a screen",172,"a screen"
"been missing",172,"been missing"
"back by",172,"back by"
"dream is",172,"dream is"
"of from",172,"of from"
"and across",172,"and across"
"the underlying",172,"the underlying"
"lime juice",172,"lime juice"
"would buy",172,"would buy"
"new products",172,"new products"
"stories from",172,"stories from"
"other children",172,"other children"
"feet from",172,"feet from"
"and deep",172,"and deep"
"are bad",172,"are bad"
"at something",172,"at something"
"the for",172,"the for"
"the tune",172,"the tune"
"same people",172,"same people"
"holding up",172,"holding up"
"schools have",172,"schools have"
"neither the",172,"neither the"
"to john",172,"to john"
"that state",172,"that state"
"them one",172,"them one"
"invite you",172,"invite you"
"the woman's",172,"the woman's"
"aid to",172,"aid to"
"usually have",172,"usually have"
"ran to",172,"ran to"
"new business",172,"new business"
"my dick",172,"my dick"
"anything the",172,"anything the"
"confident in",172,"confident in"
"i dare",172,"i dare"
"case a",172,"case a"
"programs to",172,"programs to"
"senate and",172,"senate and"
"how's it",172,"how's it"
"school where",172,"school where"
"no sign",172,"no sign"
"by getting",172,"by getting"
"tuesday afternoon",172,"tuesday afternoon"
"the ballpark",172,"the ballpark"
"county the",172,"county the"
"passing the",172,"passing the"
"change his",172,"change his"
"toilet paper",172,"toilet paper"
"opt for",172,"opt for"
"here just",172,"here just"
"at washington",172,"at washington"
"in math",172,"in math"
"hit him",172,"hit him"
"see someone",172,"see someone"
"building was",172,"building was"
"three minutes",172,"three minutes"
"a puppy",172,"a puppy"
"before their",172,"before their"
"the elections",172,"the elections"
"ideal for",172,"ideal for"
"man at",172,"man at"
"your nose",172,"your nose"
"your card",172,"your card"
"one part",172,"one part"
"tweet to",172,"tweet to"
"the presidency",172,"the presidency"
"we'd have",172,"we'd have"
"design for",172,"design for"
"worn out",172,"worn out"
"lose my",172,"lose my"
"we offer",172,"we offer"
"guard and",172,"guard and"
"festival and",172,"festival and"
"under your",172,"under your"
"my people",172,"my people"
"times square",172,"times square"
"that already",172,"that already"
"show last",172,"show last"
"whats the",172,"whats the"
"new season",172,"new season"
"they expect",172,"they expect"
"that video",172,"that video"
"real time",172,"real time"
"in city",172,"in city"
"transportation and",172,"transportation and"
"coach john",172,"coach john"
"committee to",172,"committee to"
"the newark",172,"the newark"
"opponents of",172,"opponents of"
"coalition of",172,"coalition of"
"game last",172,"game last"
"firm in",172,"firm in"
"the prosecutor's",172,"the prosecutor's"
"county circuit",172,"county circuit"
"louis area",172,"louis area"
"jones industrial",172,"jones industrial"
"true rt",172,"true rt"
"very low",171,"very low"
"grace of",171,"grace of"
"be blessed",171,"be blessed"
"the officials",171,"the officials"
"is feeling",171,"is feeling"
"memory and",171,"memory and"
"paint the",171,"paint the"
"support it",171,"support it"
"how these",171,"how these"
"not change",171,"not change"
"i'm probably",171,"i'm probably"
"to battle",171,"to battle"
"of pure",171,"of pure"
"commenting on",171,"commenting on"
"park to",171,"park to"
"on no",171,"on no"
"uk and",171,"uk and"
"not part",171,"not part"
"a sucker",171,"a sucker"
"in use",171,"in use"
"of individual",171,"of individual"
"your whole",171,"your whole"
"with money",171,"with money"
"to rush",171,"to rush"
"on using",171,"on using"
"insurance and",171,"insurance and"
"just four",171,"just four"
"week it's",171,"week it's"
"cannot afford",171,"cannot afford"
"also wanted",171,"also wanted"
"isn't an",171,"isn't an"
"and heavy",171,"and heavy"
"were allowed",171,"were allowed"
"of poverty",171,"of poverty"
"merely a",171,"merely a"
"maybe one",171,"maybe one"
